Poisonous,Cap-shape,Cap-surface,Cap-color,Bruises,Odor,Gill-attachment,Gill-spacing,Gill-size,Gill-color,Stalk-shape,Stalk-root,Stalk-surface-above-ring,Stalk-surface-below-ring,Stalk-color-above-ring,Stalk-color-below-ring,Veil-type,Veil-color,Ring-number,Ring-type,Spore-print-color,Population,Habitat,epsilon
e,x,s,u,t,f,a,w,b,g,t,c,s,s,p,b,p,n,o,f,r,n,m,2.0
e,s,s,e,t,c,a,c,n,b,e,e,f,f,b,g,p,w,n,f,n,a,l,2.0
e,s,f,w,t,f,a,w,b,p,t,r,y,k,e,y,p,n,o,l,n,v,d,2.0
p,f,f,u,t,p,a,c,n,p,t,?,y,f,p,p,p,o,o,p,k,n,u,2.0
p,k,f,n,t,m,a,w,n,b,e,e,f,k,y,e,p,o,t,l,u,y,p,2.0
e,k,g,n,f,y,a,c,b,g,t,e,s,f,b,g,p,w,o,f,k,v,l,2.0
e,c,f,w,f,n,a,c,n,n,e,?,s,s,y,p,p,n,o,p,o,s,m,2.0
p,c,y,r,t,n,f,c,b,y,e,c,f,s,e,o,p,n,t,l,y,v,p,2.0
p,x,s,g,f,y,f,c,n,e,t,?,s,k,y,b,p,y,t,l,b,y,d,2.0
p,s,y,y,t,m,a,c,n,g,t,r,k,s,c,g,p,n,o,e,h,c,g,2.0
e,c,g,b,f,f,f,w,n,b,t,r,s,y,g,y,p,y,o,p,b,v,d,2.0
e,k,s,y,f,m,a,c,b,p,t,?,y,k,n,n,p,o,n,l,y,c,m,2.0
e,x,y,w,f,m,f,c,n,h,t,?,y,y,g,g,p,o,o,f,w,c,u,2.0
e,x,y,e,f,p,f,c,n,w,e,b,k,s,y,e,p,n,o,l,w,s,u,2.0
e,c,s,y,t,m,a,w,n,r,e,e,f,y,e,e,p,n,o,f,o,s,g,2.0
p,x,s,e,f,n,f,c,n,u,e,?,s,f,o,p,p,n,t,l,n,c,p,2.0
e,f,s,n,f,y,a,c,b,g,t,b,y,f,b,y,p,y,t,n,o,y,g,2.0
e,x,f,y,t,a,f,c,n,n,t,e,k,s,n,b,p,w,o,f,h,c,g,2.0
e,b,g,c,t,y,f,c,b,p,e,b,k,s,w,e,p,n,o,n,o,y,m,2.0
e,f,g,c,t,s,a,w,n,w,t,b,y,k,o,w,p,y,o,n,r,s,d,2.0
p,b,f,b,f,n,f,w,b,k,t,?,k,f,w,w,p,n,o,e,b,n,p,2.0
e,s,f,e,f,n,a,w,n,e,t,?,s,k,o,n,p,n,n,l,w,y,p,2.0
p,x,g,u,t,l,f,c,b,b,t,?,k,k,g,y,p,o,o,f,u,v,u,2.0
p,f,y,g,t,y,a,c,n,y,e,r,y,y,n,g,p,y,n,l,k,n,p,2.0
e,f,g,p,t,m,f,w,b,k,t,e,y,y,y,c,p,n,o,f,o,v,l,2.0
e,f,s,r,t,y,f,w,b,h,e,e,f,f,e,y,p,y,t,e,o,v,w,2.0
p,f,s,w,f,a,f,w,b,p,t,?,f,s,e,e,p,o,n,l,r,n,g,2.0
e,f,f,u,t,a,f,w,b,w,e,r,y,s,c,o,p,y,t,p,h,y,u,2.0
p,f,y,c,t,f,f,w,b,n,e,?,y,k,p,b,p,y,o,p,b,c,g,2.0
e,b,f,e,f,y,a,w,b,w,e,e,k,f,g,b,p,y,t,l,k,n,p,2.0
p,c,y,c,f,m,a,w,b,w,e,c,s,s,n,b,p,o,n,l,u,y,u,2.0
p,f,f,u,t,p,a,w,b,b,e,e,f,k,p,p,p,o,t,f,k,y,m,2.0
e,f,f,p,t,s,f,c,n,e,e,e,s,k,g,n,p,o,o,n,r,s,w,2.0
e,k,y,g,t,a,f,w,b,r,t,c,k,y,g,g,p,w,o,e,u,c,m,2.0
p,k,f,y,t,f,a,w,b,w,t,e,f,k,g,n,p,o,t,p,n,n,g,2.0
p,k,f,p,t,p,f,w,n,p,t,b,k,y,g,n,p,w,n,n,y,n,p,2.0
p,b,g,u,t,n,a,w,n,e,t,e,y,f,n,g,p,o,o,l,y,y,g,2.0
e,k,y,n,f,a,f,c,n,g,e,e,k,f,g,w,p,n,o,e,r,a,w,2.0
e,b,g,w,t,m,a,c,n,u,t,r,f,k,y,w,p,n,n,p,u,n,d,2.0
p,b,g,p,f,f,f,c,b,y,t,?,k,k,e,n,p,w,t,e,o,a,d,2.0
e,s,g,u,t,l,a,c,n,u,t,c,k,s,n,b,p,y,n,f,h,v,u,2.0
e,c,g,n,f,y,a,w,n,o,t,r,y,y,o,p,p,o,n,l,y,s,w,2.0
e,c,f,u,t,a,f,w,b,b,e,c,k,f,n,o,p,y,n,e,b,n,w,2.0
p,c,s,p,f,y,f,c,b,u,e,e,s,y,c,c,p,w,t,e,h,v,p,2.0
e,f,f,e,t,l,a,w,b,b,t,c,y,s,y,e,p,n,t,l,r,v,m,2.0
p,k,s,p,t,s,a,c,b,r,e,r,s,s,c,o,p,w,o,p,r,s,u,2.0
e,f,g,p,t,p,f,c,n,p,e,r,k,s,c,y,p,o,o,l,w,y,m,2.0
p,s,f,b,f,f,a,w,n,e,t,?,s,k,b,y,p,o,n,n,w,a,m,2.0
e,b,f,u,t,c,a,w,b,b,e,?,s,s,o,y,p,w,t,n,r,a,g,2.0
e,k,g,c,f,c,a,w,n,n,t,r,k,k,b,e,p,o,n,l,y,a,g,2.0
e,k,f,y,f,y,f,w,b,u,t,e,y,y,w,y,p,w,t,p,n,s,g,2.0
e,x,y,y,f,m,f,c,b,e,e,c,y,s,g,n,p,y,n,f,k,y,u,2.0
e,b,y,n,t,m,f,c,n,n,t,r,f,f,w,c,p,w,o,n,w,c,l,2.0
p,k,g,y,f,a,a,c,b,e,t,c,f,k,g,o,p,o,t,n,b,a,l,2.0
p,c,f,e,t,c,a,c,n,o,t,e,k,k,c,b,p,y,n,n,b,n,g,2.0
p,f,f,w,t,p,f,w,n,u,e,b,y,s,w,g,p,y,o,e,r,y,m,2.0
e,k,y,u,t,y,a,w,n,h,e,b,f,k,e,c,p,o,o,l,w,c,d,2.0
p,c,y,y,f,p,f,c,b,n,e,b,y,k,e,y,p,y,t,n,n,c,g,2.0
p,s,g,y,f,a,a,c,b,b,t,r,f,s,p,e,p,o,t,e,h,y,u,2.0
e,b,g,p,t,y,a,c,n,g,t,?,f,y,w,y,p,n,n,f,r,v,g,2.0
e,k,f,w,t,c,a,w,n,y,t,?,y,s,c,b,p,n,n,n,h,v,d,2.0
p,f,s,w,f,y,a,c,n,b,t,c,f,y,c,y,p,o,n,n,r,n,u,2.0
p,f,g,b,f,m,f,w,n,u,t,b,k,k,c,y,p,o,n,n,u,c,g,2.0
p,s,g,r,f,f,f,w,b,g,t,b,f,y,o,y,p,w,o,l,w,n,g,2.0
e,x,s,e,f,l,a,c,n,n,t,b,f,y,o,c,p,o,t,n,w,y,w,2.0
p,c,g,r,f,s,f,c,n,b,e,?,y,s,p,o,p,o,n,n,u,a,p,2.0
p,k,s,e,t,s,a,w,n,r,e,r,s,y,p,e,p,o,t,n,n,s,u,2.0
p,b,f,w,t,s,a,c,n,o,e,e,s,f,b,n,p,n,o,f,u,c,w,2.0
e,k,g,g,t,s,f,w,n,e,e,r,k,y,w,g,p,o,t,p,w,s,d,2.0
p,s,f,e,t,f,a,w,n,e,t,?,k,k,o,y,p,o,o,l,o,s,l,2.0
p,s,s,n,f,c,a,c,b,k,t,r,s,s,w,p,p,w,n,f,u,y,g,2.0
e,x,g,n,f,a,f,c,n,e,t,b,s,f,w,y,p,w,n,e,k,s,m,2.0
p,x,y,u,f,a,f,c,n,n,e,r,y,f,o,y,p,y,n,n,n,c,u,2.0
p,s,f,u,t,a,a,c,b,k,e,e,y,f,g,g,p,y,t,p,h,v,u,2.0
e,k,f,b,f,p,a,w,n,w,t,?,k,f,n,e,p,w,t,n,n,a,l,2.0
p,x,s,r,f,l,f,w,n,b,t,c,y,f,c,o,p,y,n,f,h,s,w,2.0
e,c,s,n,t,s,a,c,n,b,e,?,f,k,p,b,p,n,n,p,b,y,g,2.0
e,b,f,b,t,f,a,c,b,p,t,e,f,k,o,o,p,w,t,l,y,c,w,2.0
e,b,s,c,f,m,a,c,n,g,e,c,s,f,o,n,p,n,t,p,n,n,w,2.0
e,k,f,u,f,p,a,w,b,k,e,r,s,y,b,w,p,n,n,f,h,s,d,2.0
e,s,s,y,f,c,a,c,n,k,t,c,s,k,e,b,p,n,n,e,h,s,u,2.0
e,x,g,g,t,p,a,c,b,y,e,?,y,y,g,c,p,y,t,n,o,c,m,2.0
e,k,f,c,t,a,f,c,b,w,e,c,s,k,b,y,p,n,o,e,w,s,u,2.0
e,x,f,r,t,c,f,c,n,w,t,c,s,y,y,y,p,w,o,p,n,v,l,2.0
p,b,y,e,f,f,f,w,n,n,e,?,k,k,c,e,p,n,o,p,n,c,w,2.0
e,f,y,y,f,c,f,w,b,p,e,e,f,s,w,b,p,y,t,n,r,n,p,2.0
p,c,f,w,t,n,f,w,n,p,e,?,k,k,p,g,p,y,t,e,n,n,w,2.0
p,k,f,r,f,a,f,w,b,w,t,e,f,y,w,c,p,w,n,n,u,n,w,2.0
p,c,y,w,f,f,f,c,b,p,e,?,y,y,w,e,p,w,o,e,w,s,d,2.0
e,x,s,e,f,y,a,w,n,y,t,c,f,s,b,w,p,o,o,n,y,v,m,2.0
e,x,s,b,f,c,a,c,n,r,e,b,y,f,e,g,p,w,n,e,r,v,g,2.0
e,c,y,y,t,a,a,c,b,b,e,r,f,y,w,e,p,w,n,f,r,c,l,2.0
p,x,y,g,f,y,a,w,b,w,t,r,k,f,g,b,p,n,n,e,h,y,d,2.0
p,x,s,e,f,f,f,w,b,o,e,?,s,k,c,y,p,n,t,f,y,n,d,2.0
p,s,f,y,t,m,f,w,n,o,e,r,y,y,b,o,p,w,t,n,h,a,m,2.0
p,s,g,c,f,m,f,w,n,k,e,r,k,f,b,g,p,o,n,l,r,s,p,2.0
e,f,f,g,f,y,f,w,b,y,e,e,y,k,g,p,p,o,o,p,w,c,w,2.0
p,k,g,w,t,a,f,w,n,p,e,e,k,s,p,b,p,n,t,l,y,s,p,2.0
e,k,y,g,t,s,a,w,n,o,t,e,y,k,e,w,p,y,n,e,r,n,w,2.0
e,b,y,e,t,p,f,w,b,o,t,e,f,s,c,b,p,w,o,f,k,s,u,2.0
e,f,g,g,f,p,f,c,n,u,t,e,f,f,w,e,p,n,t,e,w,a,w,2.0
e,x,f,e,t,y,f,w,n,k,t,c,f,s,n,c,p,y,n,f,o,a,d,2.0
p,s,y,p,t,s,a,c,n,r,t,b,k,y,e,o,p,w,o,f,r,c,d,2.0
p,s,s,e,t,m,f,w,b,b,t,b,y,k,b,c,p,y,o,l,r,v,l,2.0
e,f,y,y,f,s,f,w,n,r,t,c,s,k,c,p,p,o,o,f,w,n,u,2.0
p,b,f,u,t,a,a,w,b,e,t,b,s,s,y,y,p,y,o,p,w,s,u,2.0
e,x,y,r,t,y,a,c,b,y,t,r,f,y,o,e,p,n,n,l,h,a,w,2.0
e,k,f,w,f,y,a,c,n,h,t,c,k,y,w,p,p,y,o,f,u,y,l,2.0
p,c,f,n,f,y,a,c,b,e,e,e,y,s,e,w,p,o,o,f,u,a,p,2.0
p,b,y,b,f,a,f,w,n,o,t,e,k,y,b,b,p,n,n,p,w,y,p,2.0
e,b,s,c,t,n,f,c,n,b,t,r,y,f,o,w,p,y,n,p,k,s,g,2.0
p,x,g,u,t,p,f,c,b,h,e,c,s,f,w,c,p,o,n,f,h,y,l,2.0
e,b,y,c,f,n,a,w,b,u,e,r,f,f,o,n,p,w,o,e,y,c,m,2.0
e,k,y,c,f,a,f,c,b,k,t,e,k,y,y,g,p,w,t,e,y,n,p,2.0
p,x,f,c,f,a,a,c,b,k,e,b,f,y,e,g,p,y,t,e,o,s,l,2.0
e,f,g,p,t,a,f,c,n,b,e,b,k,f,n,c,p,n,o,f,n,n,m,2.0
p,b,s,p,t,f,a,c,b,b,t,e,y,y,y,e,p,n,n,e,n,v,d,2.0
p,s,s,b,f,s,a,c,n,y,e,r,k,k,y,e,p,y,n,p,h,v,u,2.0
p,f,s,g,f,m,f,c,b,n,e,?,k,y,y,e,p,n,t,f,k,s,u,2.0
p,b,s,g,t,n,a,c,n,h,t,b,s,f,p,b,p,n,t,p,k,s,m,2.0
e,f,g,e,t,m,a,w,b,h,t,e,s,y,c,w,p,o,o,e,y,c,u,2.0
e,x,y,n,t,a,f,c,b,h,e,?,s,s,w,y,p,o,o,e,y,s,u,2.0
e,b,y,g,f,s,f,c,n,e,t,?,y,f,p,y,p,n,o,p,y,s,m,2.0
p,s,y,r,f,p,f,c,n,e,e,?,k,f,c,n,p,y,o,p,y,n,w,2.0
p,f,g,p,f,l,f,w,n,k,e,b,y,k,e,b,p,y,t,p,u,a,l,2.0
e,c,g,g,t,n,f,w,b,g,t,?,k,s,g,y,p,o,t,f,u,a,w,2.0
e,s,s,p,f,c,f,c,b,o,t,e,k,f,e,e,p,w,t,l,w,v,w,2.0
e,f,s,g,t,y,f,w,n,r,t,b,y,y,y,w,p,o,t,e,n,n,d,2.0
p,f,s,n,f,l,a,w,b,y,e,c,f,y,g,b,p,n,n,e,k,y,d,2.0
e,b,f,n,f,s,a,w,b,w,t,e,f,y,e,o,p,o,t,e,r,a,d,2.0
p,c,f,g,f,n,f,w,n,u,e,b,f,y,w,b,p,o,t,e,o,n,w,2.0
p,k,g,r,t,y,a,w,n,u,e,r,k,k,o,y,p,y,t,p,u,a,u,2.0
e,k,y,r,t,n,a,w,n,w,e,?,y,y,n,y,p,o,t,l,u,y,p,2.0
p,s,y,u,t,s,f,c,b,y,t,r,k,k,o,o,p,y,n,f,h,v,w,2.0
e,f,g,p,f,p,a,c,b,b,t,c,s,s,w,p,p,n,t,p,b,c,m,2.0
e,k,f,g,f,m,a,w,n,p,e,r,f,y,w,n,p,w,t,p,k,y,u,2.0
p,b,f,e,t,s,f,w,b,r,t,e,s,f,c,e,p,w,n,p,w,v,g,2.0
p,f,s,p,t,m,a,w,b,n,t,r,k,s,o,c,p,o,t,f,k,y,m,2.0
e,b,g,u,f,m,a,c,b,b,t,?,k,s,g,e,p,n,o,n,y,n,d,2.0
p,b,s,g,f,m,f,c,b,u,e,?,s,k,n,o,p,w,o,p,w,s,g,2.0
e,x,g,p,f,a,a,c,b,w,t,?,y,f,n,w,p,y,n,l,u,n,p,2.0
p,b,s,p,f,p,f,w,n,y,t,c,k,y,y,o,p,w,o,n,n,c,w,2.0
e,s,s,b,t,m,a,c,b,h,e,c,k,y,y,p,p,w,o,e,w,y,g,2.0
e,x,f,w,t,l,a,w,b,e,t,b,y,k,o,p,p,n,o,l,o,n,g,2.0
e,s,y,w,f,p,f,c,n,k,t,e,f,y,b,b,p,y,o,p,o,a,l,2.0
e,x,g,e,f,f,f,w,b,e,e,c,f,s,o,g,p,w,n,f,y,a,p,2.0
p,s,s,p,f,n,f,w,b,g,e,?,k,s,e,c,p,n,n,n,k,n,w,2.0
p,s,f,w,f,l,a,c,b,p,t,c,f,f,b,p,p,w,o,e,n,n,m,2.0
p,c,y,p,t,s,f,c,n,k,t,b,f,k,w,n,p,n,o,n,o,y,d,2.0
p,f,f,e,f,c,f,c,n,e,e,e,k,y,b,n,p,y,t,l,k,n,l,2.0
p,s,y,w,t,m,a,c,n,n,e,b,y,s,e,b,p,o,o,n,y,c,g,2.0
e,s,g,u,f,l,a,c,n,o,t,?,f,y,o,n,p,w,n,p,y,s,l,2.0
p,f,y,g,f,y,f,c,n,b,e,e,k,k,o,c,p,y,o,n,k,v,l,2.0
e,x,f,c,t,c,a,w,b,h,t,c,s,f,p,n,p,y,n,l,w,a,w,2.0
e,f,f,r,f,c,a,w,b,b,t,r,k,y,g,n,p,o,t,e,h,n,g,2.0
e,s,y,y,t,a,a,c,n,u,t,b,s,f,e,c,p,y,n,p,h,s,u,2.0
e,c,g,p,f,m,f,c,n,w,t,r,s,y,o,w,p,o,t,e,u,v,g,2.0
p,f,y,p,t,c,a,w,b,u,t,?,f,k,n,p,p,n,n,f,b,y,p,2.0
p,b,f,p,f,a,f,w,b,n,e,?,s,k,y,e,p,w,t,e,r,c,m,2.0
e,x,s,n,t,p,a,c,b,b,e,c,s,s,w,p,p,o,t,e,r,a,u,2.0
e,s,f,n,f,c,a,w,b,r,t,?,f,f,e,c,p,n,n,f,n,c,l,2.0
p,x,y,n,t,l,f,c,n,b,e,b,s,y,y,o,p,o,t,p,r,a,g,2.0
e,s,f,e,t,y,a,c,b,p,t,c,f,k,b,p,p,n,t,n,h,v,u,2.0
p,f,g,e,f,m,f,c,n,p,t,e,y,s,b,p,p,y,n,n,r,c,d,2.0
e,c,g,p,f,p,f,c,b,w,e,c,f,s,c,o,p,y,n,n,r,c,p,2.0
p,f,g,n,t,f,f,c,b,o,t,b,f,f,c,y,p,w,n,n,h,n,g,2.0
p,x,g,p,t,l,f,c,n,e,t,b,k,k,g,y,p,y,t,n,n,a,w,2.0
p,c,g,p,f,p,a,c,n,k,e,c,y,y,b,n,p,o,n,l,k,n,l,2.0
p,f,y,y,t,p,a,c,n,w,t,e,k,f,c,p,p,w,o,e,u,c,m,2.0
p,f,f,e,f,f,f,c,b,e,t,b,f,s,g,p,p,o,n,f,h,a,p,2.0
p,x,y,w,t,a,a,c,n,g,e,b,f,y,e,w,p,y,t,l,u,n,u,2.0
e,s,g,c,f,c,a,c,b,p,e,r,s,y,b,p,p,y,o,f,h,c,l,2.0
p,b,g,g,t,c,f,c,n,o,e,e,k,y,b,b,p,y,o,l,h,v,p,2.0
e,c,s,c,f,s,f,c,n,u,t,e,f,y,p,c,p,w,n,n,o,n,l,2.0
p,f,y,b,f,l,f,c,n,o,e,r,k,y,p,o,p,n,o,n,h,a,m,2.0
e,b,y,r,f,s,f,w,b,n,e,b,y,y,b,y,p,w,n,p,k,y,g,2.0
e,s,f,u,f,a,a,w,b,o,e,?,f,f,w,y,p,o,t,f,w,v,w,2.0
p,k,f,u,f,p,f,c,n,w,e,?,s,y,y,g,p,w,n,f,b,s,l,2.0
p,x,f,n,f,n,f,c,b,b,e,e,k,k,g,c,p,n,t,f,w,s,p,2.0
e,s,f,w,t,p,f,w,n,u,e,r,f,s,o,e,p,y,n,e,n,v,w,2.0
e,k,y,n,t,s,f,c,n,k,t,e,y,s,o,p,p,n,o,l,h,v,m,2.0
p,b,f,u,f,f,f,c,n,u,e,c,f,y,c,e,p,y,t,e,r,c,l,2.0
e,k,g,e,t,y,f,w,n,g,e,c,y,f,g,p,p,n,n,f,b,y,w,2.0
p,b,y,e,f,c,a,w,b,y,t,c,f,s,g,c,p,o,t,l,y,v,g,2.0
e,x,s,g,t,y,f,w,b,u,e,e,k,s,y,g,p,o,o,f,o,y,u,2.0
p,s,s,r,f,l,f,w,b,p,t,c,f,f,c,w,p,w,n,n,r,a,w,2.0
e,c,g,g,f,a,f,c,n,g,t,c,y,f,e,g,p,w,o,e,y,c,d,2.0
p,k,s,r,f,l,a,c,n,h,e,e,f,s,g,g,p,w,n,l,r,y,g,2.0
e,x,y,n,f,f,f,w,b,o,t,?,y,s,c,n,p,n,n,n,b,c,m,2.0
e,f,s,u,t,a,f,c,b,e,t,?,k,f,p,e,p,n,t,n,u,y,p,2.0
p,b,s,n,t,c,a,w,n,y,t,c,f,y,b,c,p,w,t,e,w,y,p,2.0
p,f,f,y,f,m,a,c,b,o,t,?,f,f,y,o,p,o,n,l,o,c,p,2.0
p,f,f,r,f,p,f,w,b,e,e,r,f,f,b,b,p,o,t,p,n,v,w,2.0
p,f,f,b,t,s,f,w,b,o,e,r,f,y,g,w,p,o,n,l,b,n,l,2.0
e,x,s,g,t,s,a,c,n,p,t,b,k,f,p,g,p,y,n,f,h,s,g,2.0
e,k,y,u,t,f,f,c,b,r,t,b,k,s,c,g,p,o,n,p,o,n,d,2.0
p,k,s,n,f,l,a,w,b,y,t,b,s,y,o,p,p,n,n,n,b,a,u,2.0
e,c,s,y,f,y,a,w,n,p,e,b,f,k,p,n,p,w,t,n,w,y,w,2.0
e,s,f,n,t,m,f,w,b,y,t,b,k,s,g,o,p,n,n,l,y,y,g,2.0
e,s,y,u,f,c,f,c,n,w,e,?,s,s,w,b,p,o,o,e,w,v,u,2.0
e,b,g,p,t,l,a,w,n,g,e,r,s,y,c,e,p,n,t,f,k,n,w,2.0
p,b,y,u,t,a,a,w,n,u,t,e,f,f,p,b,p,o,n,n,b,n,w,2.0
p,f,s,w,t,n,a,w,b,k,t,e,f,k,g,o,p,w,o,l,n,y,u,2.0
e,x,g,e,f,l,f,c,n,u,e,b,k,k,o,b,p,o,o,n,r,c,g,2.0
p,x,y,b,f,y,f,c,n,n,t,c,k,f,w,w,p,y,t,l,b,a,d,2.0
e,x,y,n,t,p,f,w,n,h,t,e,y,k,n,y,p,y,o,p,y,n,u,2.0
p,k,s,r,t,p,f,w,n,w,t,c,k,f,o,w,p,o,o,e,u,a,w,2.0
e,f,f,w,t,s,a,w,b,u,e,b,y,k,o,y,p,n,n,e,n,a,g,2.0
p,k,y,y,t,n,a,w,n,n,e,b,y,y,w,b,p,o,n,p,h,y,g,2.0
e,s,y,w,f,y,a,c,b,p,t,c,f,y,o,b,p,y,t,p,n,n,w,2.0
p,x,s,r,f,a,f,w,b,e,e,r,y,s,y,g,p,w,t,l,y,y,g,2.0
e,b,s,p,f,s,f,w,b,u,t,r,y,s,c,y,p,y,n,e,w,c,w,2.0
p,c,f,g,t,a,a,c,n,h,t,c,s,f,n,o,p,w,n,f,k,a,p,2.0
e,x,g,b,t,a,f,w,b,n,t,r,y,s,o,c,p,o,o,n,w,y,g,2.0
e,k,s,b,t,m,f,w,b,w,t,?,s,s,e,o,p,w,n,f,o,v,p,2.0
e,b,s,c,f,s,f,c,b,n,t,e,s,k,w,o,p,y,t,f,w,a,g,2.0
p,s,s,p,t,n,f,w,n,w,e,?,y,k,g,w,p,y,n,e,u,s,l,2.0
p,s,s,n,t,s,a,c,n,h,e,e,y,y,c,g,p,o,t,e,u,n,w,2.0
e,x,y,b,t,m,f,c,n,r,t,?,s,k,n,e,p,y,n,p,h,c,p,2.0
p,f,f,n,f,s,f,w,n,o,t,r,f,y,o,w,p,n,n,p,r,n,d,2.0
e,f,g,n,f,f,a,c,b,k,e,c,f,f,c,e,p,o,n,n,h,s,u,2.0
p,s,f,g,f,m,f,c,n,y,t,r,y,k,w,n,p,n,n,n,y,s,p,2.0
p,b,y,e,f,a,a,w,b,y,e,e,s,k,n,o,p,y,t,e,r,n,m,2.0
p,c,g,c,t,y,f,w,n,y,t,e,f,k,n,p,p,w,o,p,o,c,d,2.0
p,f,f,b,t,p,f,c,b,y,t,e,y,s,y,g,p,w,t,p,o,c,w,2.0
p,s,s,e,t,p,f,w,b,b,e,e,s,y,p,y,p,n,n,l,n,v,m,2.0
p,s,y,y,t,p,a,w,b,b,t,r,k,k,g,p,p,y,o,l,b,v,p,2.0
p,b,s,u,t,y,f,c,n,r,e,c,y,f,c,c,p,o,o,f,o,a,w,2.0
p,b,g,r,f,n,f,w,n,u,e,?,y,k,b,g,p,o,t,n,w,n,p,2.0
p,k,g,u,f,c,f,w,b,o,e,e,s,k,g,y,p,o,o,p,u,a,m,2.0
e,k,y,e,t,n,f,c,n,y,e,c,s,y,p,w,p,w,n,p,b,n,u,2.0
p,f,f,u,t,m,a,w,n,y,e,r,f,k,g,w,p,o,n,f,r,a,p,2.0
e,f,f,b,t,a,a,w,n,h,t,?,f,k,b,y,p,y,o,l,y,y,u,2.0
p,c,g,n,f,m,a,w,b,y,e,c,y,s,o,p,p,w,t,f,h,y,p,2.0
e,x,y,y,t,p,f,w,b,b,t,?,s,k,y,y,p,w,o,p,h,v,w,2.0
p,b,g,e,f,f,f,c,n,o,e,b,s,y,p,b,p,o,t,f,k,s,d,2.0
e,s,s,p,f,m,f,c,b,b,e,r,k,y,g,o,p,n,t,p,y,y,m,2.0
e,x,s,n,t,c,f,c,n,y,t,e,f,f,o,y,p,o,o,p,n,v,l,2.0
p,f,s,b,t,s,f,c,n,p,t,?,f,y,n,p,p,y,o,f,h,v,m,2.0
e,c,f,y,t,m,a,c,b,r,t,b,k,f,y,e,p,o,t,n,y,c,u,2.0
p,k,f,y,f,y,f,c,b,y,t,b,y,s,b,o,p,o,o,n,k,s,u,2.0
e,f,g,w,f,c,f,c,n,b,t,e,k,s,e,p,p,o,o,n,r,v,d,2.0
p,k,f,n,f,s,f,w,b,p,e,b,f,k,w,o,p,o,n,l,r,c,w,2.0
p,x,g,p,t,a,f,w,b,r,e,r,y,f,y,c,p,y,t,n,h,a,w,2.0
p,f,s,y,t,l,f,w,n,n,t,c,k,k,g,g,p,n,o,e,b,v,l,2.0
p,k,g,p,f,l,f,c,n,r,t,r,f,f,o,b,p,y,n,l,r,s,p,2.0
p,k,g,c,t,y,f,w,b,p,t,e,s,y,e,c,p,w,o,l,y,c,d,2.0
e,f,g,y,f,p,f,w,n,o,t,r,f,y,g,n,p,w,t,f,w,a,l,2.0
e,b,s,r,t,p,f,c,b,e,t,r,s,k,w,n,p,n,n,p,r,v,u,2.0
e,c,s,e,f,y,a,c,b,e,e,e,y,y,p,o,p,y,n,l,o,n,l,2.0
e,f,s,r,t,p,f,c,n,n,e,r,s,k,g,o,p,n,t,f,h,y,d,2.0
p,x,g,g,t,n,a,c,n,r,e,b,y,f,g,n,p,y,o,f,r,y,l,2.0
e,c,y,u,f,y,f,w,b,w,t,r,s,k,y,b,p,w,t,p,y,y,d,2.0
e,s,g,g,t,n,a,w,n,g,t,r,s,y,w,c,p,n,o,n,u,y,w,2.0
p,c,s,u,t,s,f,w,b,p,t,?,k,s,b,c,p,w,n,e,w,a,u,2.0
e,k,f,e,t,c,a,w,b,u,t,c,f,f,g,g,p,y,n,e,b,c,u,2.0
e,x,f,p,t,y,f,w,b,e,e,r,s,k,p,c,p,n,t,e,b,v,l,2.0
e,x,y,e,t,c,a,w,b,u,t,c,k,f,g,e,p,o,o,n,h,a,l,2.0
p,s,y,r,f,c,a,w,b,k,e,e,k,y,p,n,p,w,n,l,k,s,l,2.0
p,s,f,u,t,c,a,c,n,u,e,r,s,f,c,b,p,w,n,f,u,v,m,2.0
e,k,g,b,t,p,a,w,b,w,t,?,f,s,c,y,p,n,o,l,b,a,p,2.0
e,x,f,p,f,c,f,w,n,h,e,e,k,y,y,w,p,w,o,e,b,a,l,2.0
e,b,f,u,t,n,f,w,n,k,t,b,f,s,o,w,p,o,n,p,y,v,p,2.0
e,c,y,n,t,m,f,w,b,e,t,e,y,f,y,b,p,n,o,l,w,v,g,2.0
e,s,g,c,t,l,f,w,b,r,t,r,s,f,w,c,p,n,o,p,o,y,w,2.0
e,b,f,p,t,n,a,w,n,u,t,?,y,f,b,n,p,o,o,f,w,s,g,2.0
e,b,f,r,t,c,a,w,n,g,e,r,y,y,b,y,p,o,o,n,w,n,m,2.0
p,b,s,w,t,c,a,w,n,w,e,e,f,y,w,w,p,n,n,f,w,y,g,2.0
e,f,g,p,f,s,a,c,b,o,t,e,s,k,p,w,p,y,n,l,o,s,l,2.0
e,x,g,g,f,c,f,c,b,b,t,c,k,f,b,c,p,n,n,p,u,v,m,2.0
e,s,f,g,f,m,a,c,b,p,t,e,f,f,n,e,p,w,o,e,o,c,u,2.0
e,c,f,r,f,f,f,c,b,g,e,b,s,s,c,y,p,o,t,e,h,y,p,2.0
p,s,y,w,t,a,a,c,n,u,t,b,s,s,e,n,p,n,o,p,u,n,w,2.0
p,f,g,g,t,l,a,w,n,w,e,e,f,y,y,e,p,o,n,p,r,v,w,2.0
p,b,g,r,f,s,a,c,n,u,e,e,f,k,o,p,p,y,n,e,w,s,g,2.0
e,s,f,c,t,s,f,c,b,o,e,?,y,s,n,o,p,w,t,f,r,s,g,2.0
